0.002,-0.0847707,0.000217201,1.5967,1.63003,-0.00261058,-0.000282344,0.000474337,0.000678203,0.0240721,0.406317,0.573613,0,0,0
0.004,-0.0847707,0.000217201,1.5967,1.63003,-0.00191955,-0.000207606,0.000348777,0.000498678,0.0240721,0.406317,0.573613,0,0,0
0.006,-0.0847707,0.000217201,1.5967,1.63003,-0.00141143,-0.000152651,0.000256454,0.000366675,0.0240721,0.406317,0.573613,0,0,0
0.008,-0.0847707,0.000217201,1.5967,1.63003,-0.00103782,-0.000112244,0.000188569,0.000269614,0.0240721,0.406317,0.573613,0,0,0
0.01,-0.0847707,0.000217201,1.5967,1.63003,-0.0007631,-8.25321e-05,0.000138654,0.000198246,0.0240721,0.406317,0.573613,0,0,0
0.012,-0.0847707,0.000244351,1.59665,1.62994,-0.000561103,0.00353059,-0.00593138,-0.0111268,0.0241061,0.406312,0.573645,0.0169604,-0.00221059,0.0155558
0.014,-0.0847707,0.000244351,1.59665,1.62994,-0.000412576,0.00259602,-0.00436131,-0.0081815,0.0241061,0.406312,0.573645,0,0,0
0.016,-0.0847707,0.000244351,1.59665,1.63003,-0.000303365,0.00190884,-0.00320684,0.0052592,0.0241062,0.406314,0.573614,5.54627e-05,0.00100428,-0.0154206
0.018,-0.0847707,0.000244351,1.59665,1.63003,-0.000223062,0.00140356,-0.00235797,0.00386706,0.0241062,0.406314,0.573614,0,0,0
0.02,-0.0847342,0.000217201,1.5967,1.63003,0.00466977,-0.00256123,0.00430286,0.00284342,0.0240573,0.406318,0.573613,-0.0244448,0.00164411,-0.000139388
0.022,-0.0847707,0.000217201,1.5967,1.62994,-0.00140228,-0.00188326,0.00316387,-0.00919309,0.024072,0.406315,0.573644,0.00736704,-0.00144612,0.0154326
0.024,-0.0847707,0.000217201,1.5967,1.63003,-0.00103109,-0.00138475,0.00232638,0.00451405,0.0240721,0.406317,0.573613,5.58275e-05,0.00100413,-0.0154188
0.026,-0.0847707,0.000217201,1.5967,1.62994,-0.000758152,-0.0010182,0.00171057,-0.00796308,0.024072,0.406315,0.573644,-5.59473e-05,-0.00100621,0.0154304
0.028,-0.0847707,0.000244351,1.59665,1.63003,-0.000557464,0.00284399,-0.0047779,0.00542178,0.0241062,0.406314,0.573614,0.0170776,-0.000201185,-0.0152846
0.03,-0.0847707,0.000217201,1.5967,1.63003,-0.0004099,-0.00150398,0.00252668,0.0039866,0.0240721,0.406317,0.573613,-0.0170339,0.00120605,-0.000139461
0.032,-0.0847707,0.000244351,1.59665,1.63003,-0.000301397,0.00248509,-0.00417494,0.00293133,0.0241062,0.406314,0.573614,0.017014,-0.00120507,0.000138584
0.034,-0.0847707,0.000217201,1.5967,1.63003,-0.000221616,-0.00176755,0.00296948,0.00215539,0.0240721,0.406317,0.573613,-0.0170323,0.00120594,-0.000139449
0.036,-0.0847707,0.000217201,1.5967,1.63003,-0.000162953,-0.00129967,0.00218344,0.00158484,0.0240721,0.406317,0.573613,0,0,0
0.038,-0.0847707,0.000244351,1.59665,1.62994,-0.000119818,0.0026396,-0.00443452,-0.0101197,0.0241061,0.406312,0.573645,0.0169791,-0.00221303,0.015573
0.04,-0.0847707,0.000244351,1.59665,1.63003,-8.81016e-05,0.00194088,-0.00326068,0.00383708,0.0241062,0.406314,0.573614,5.54777e-05,0.00100455,-0.0154247
0.042,-0.0847707,0.000244351,1.59665,1.63003,-6.47806e-05,0.00142712,-0.00239756,0.00282138,0.0241062,0.406314,0.573614,0,0,0
0.044,-0.0847707,0.000244351,1.59665,1.63003,-4.76328e-05,0.00104935,-0.00176291,0.00207454,0.0241062,0.406314,0.573614,0,0,0
0.046,-0.0847707,0.000244351,1.59665,1.63003,-3.50241e-05,0.000771583,-0.00129626,0.0015254,0.0241062,0.406314,0.573614,0,0,0
0.048,-0.0847707,0.000244351,1.59665,1.63003,-2.5753e-05,0.00056734,-0.000953131,0.00112162,0.0241062,0.406314,0.573614,0,0,0
0.05,-0.0847707,0.000244351,1.59665,1.63003,-1.8936e-05,0.000417162,-0.000700831,0.000824719,0.0241062,0.406314,0.573614,0,0,0
0.052,-0.0847342,0.000217201,1.5967,1.63003,0.00482004,-0.00328666,0.00552157,0.000606411,0.0240573,0.406318,0.573613,-0.0244457,0.00164417,-0.000139393
0.054,-0.0847707,0.000217201,1.5967,1.63003,-0.00129129,-0.00241666,0.00405998,0.00044589,0.0240721,0.406317,0.573613,0.00742227,-0.000439731,0
0.056,-0.0847707,0.000244351,1.59665,1.63003,-0.000949476,0.00181471,-0.0030487,0.000327861,0.0241062,0.406314,0.573614,0.0170174,-0.00120531,0.000138611
0.058,-0.0847707,0.000217201,1.5967,1.62994,-0.000698144,-0.00225964,0.0037962,-0.0110401,0.024072,0.406315,0.573644,-0.0170847,0.000199589,0.0152894
0.06,-0.0847707,0.000217201,1.5967,1.63003,-0.000513341,-0.0016615,0.00279132,0.00316226,0.0240721,0.406317,0.573613,5.58585e-05,0.00100469,-0.0154273
0.062,-0.0847707,0.000217201,1.5967,1.63003,-0.000377457,-0.00122169,0.00205244,0.00232519,0.0240721,0.406317,0.573613,0,0,0
0.064,-0.0847707,0.000217201,1.5967,1.63003,-0.000277542,-0.000898304,0.00150915,0.0017097,0.0240721,0.406317,0.573613,0,0,0
0.066,-0.0847707,0.000244351,1.59665,1.62994,-0.000204075,0.00293318,-0.00492774,-0.0100231,0.0241061,0.406312,0.573645,0.0169718,-0.00221208,0.0155663
0.068,-0.0847342,0.000217201,1.5967,1.63003,0.00468148,-0.00143483,0.00241051,0.00390366,0.0240573,0.406318,0.573613,-0.0243776,0.00264746,-0.0155579
0.07,-0.0847707,0.000244351,1.59665,1.63003,-0.00139388,0.00253998,-0.00426717,0.00287034,0.0241062,0.406314,0.573614,0.0244565,-0.00164684,0.00013874
0.072,-0.0847342,0.000244351,1.59665,1.63003,0.00380883,0.00186764,-0.00313762,0.00211054,0.0240914,0.406315,0.573614,-0.00741964,0.000439927,0
0.074,-0.0847707,0.000217201,1.5967,1.62994,-0.0020342,-0.00222076,0.00373087,-0.00972937,0.024072,0.406315,0.573644,-0.00966359,-0.000240081,0.0152896
0.076,-0.0847707,0.000244351,1.59665,1.62994,-0.00149574,0.00195896,-0.00329105,-0.00715395,0.0241061,0.406312,0.573645,0.0170187,-0.00120541,0.000138618
0.078,-0.0847707,0.000217201,1.5967,1.63003,-0.00109981,-0.0021547,0.00361989,0.0060244,0.0240721,0.406317,0.573613,-0.0169778,0.00221115,-0.0155732
0.08,-0.0847707,0.000217201,1.5967,1.63003,-0.000808682,-0.00158434,0.00266168,0.00442971,0.0240721,0.406317,0.573613,0,0,0
0.082,-0.0847342,0.000244351,1.59665,1.63003,0.00423813,0.00242753,-0.00407824,0.00325714,0.0240914,0.406315,0.573614,0.00960318,-0.000765123,0.000138643
0.084,-0.0847707,0.000217201,1.5967,1.62994,-0.00171784,-0.00180855,0.00303836,-0.00888463,0.024072,0.406315,0.573644,-0.00966218,-0.000240046,0.0152874
0.086,-0.0847707,0.000244351,1.59665,1.63003,-0.00126312,0.00226505,-0.00380528,0.00475106,0.0241062,0.406314,0.573614,0.017088,-0.000201308,-0.015294
0.088,-0.0847707,0.000244351,1.59665,1.63003,-0.000928762,0.00166548,-0.002798,0.00349343,0.0241062,0.406314,0.573614,0,0,0
0.09,-0.0847707,0.000217201,1.5967,1.63003,-0.000682914,-0.00236988,0.00398139,0.0025687,0.0240721,0.406317,0.573613,-0.0170308,0.00120583,-0.000139436
0.092,-0.0847707,0.000244351,1.59665,1.62994,-0.000502142,0.00184856,-0.00310558,-0.00938338,0.0241061,0.406312,0.573645,0.0169596,-0.00221049,0.0155551
0.094,-0.0847707,0.000217201,1.5967,1.63003,-0.000369222,-0.00223756,0.0037591,0.0043904,0.0240721,0.406317,0.573613,-0.0169858,0.00221218,-0.0155805
0.096,-0.0847707,0.000244351,1.59665,1.63003,-0.000271487,0.00194624,-0.00326969,0.00322824,0.0241062,0.406314,0.573614,0.0170166,-0.00120525,0.000138605
0.098,-0.0847707,0.000244351,1.59665,1.62994,-0.000199623,0.00143106,-0.00240418,-0.00890767,0.0241061,0.406312,0.573645,-5.55715e-05,-0.00100616,0.0154292
0.1,-0.0847707,0.000244351,1.59665,1.63003,-0.000146781,0.00105225,-0.00176778,0.00472423,0.0241062,0.406314,0.573614,5.54577e-05,0.00100419,-0.0154192
0.102,-0.0847707,0.000217201,1.5967,1.63003,-0.000107928,-0.00282143,0.00473999,0.0034737,0.0240721,0.406317,0.573613,-0.0170339,0.00120605,-0.000139461
0.104,-0.0847707,0.000217201,1.5967,1.63003,-7.93585e-05,-0.00207458,0.00348529,0.00255419,0.0240721,0.406317,0.573613,0,0,0
0.106,-0.0847707,0.000244351,1.59665,1.63003,-5.83518e-05,0.00206897,-0.00347586,0.00187808,0.0241062,0.406314,0.573614,0.0170303,-0.00120622,0.000138717
0.108,-0.0847707,0.000244351,1.59665,1.62994,-4.29058e-05,0.0015213,-0.00255578,-0.00989231,0.0241061,0.406312,0.573645,-5.55314e-05,-0.00100544,0.0154181
0.11,-0.0847707,0.000244351,1.59665,1.63003,-3.15484e-05,0.0011186,-0.00187925,0.00400898,0.0241062,0.406314,0.573614,5.55007e-05,0.00100497,-0.0154312
0.112,-0.0847707,0.000244351,1.59665,1.63003,-2.31973e-05,0.000822503,-0.0013818,0.00294778,0.0241062,0.406314,0.573614,0,0,0
0.114,-0.0847707,0.000244351,1.59665,1.62994,-1.70569e-05,0.000604782,-0.00101603,-0.00911017,0.0241061,0.406312,0.573645,-5.55531e-05,-0.00100583,0.0154241
0.116,-0.0847707,0.000244351,1.59665,1.63003,-1.25418e-05,0.000444692,-0.000747082,0.00457982,0.0241062,0.406314,0.573614,5.54797e-05,0.00100459,-0.0154253
0.118,-0.0847707,0.000217201,1.5967,1.63003,-9.22191e-06,-0.00326851,0.00549109,0.00336751,0.0240721,0.406317,0.573613,-0.0170355,0.00120617,-0.000139475
0.12,-0.0847707,0.000217201,1.5967,1.63003,-6.78082e-06,-0.00240332,0.00403756,0.00247611,0.0240721,0.406317,0.573613,0,0,0
0.122,-0.0847707,0.000244351,1.59665,1.62994,-4.9859e-06,0.00182782,-0.00307073,-0.00946351,0.0241061,0.406312,0.573645,0.0169778,-0.00221286,0.0155718
0.124,-0.0847707,0.000244351,1.59665,1.63003,-3.6661e-06,0.00134398,-0.00225789,0.0043119,0.0241062,0.406314,0.573614,5.54399e-05,0.00100387,-0.0154142
0.126,-0.0847707,0.000217201,1.5967,1.63003,-2.69566e-06,-0.00259669,0.00436243,0.00317052,0.0240721,0.406317,0.573613,-0.0169854,0.00120262,-0.000139064
0.128,-0.0847707,0.000244351,1.59665,1.63003,-1.9821e-06,0.0016906,-0.00284021,0.00233126,0.0241062,0.406314,0.573614,0.0170565,-0.00120808,0.00013893
0.13,-0.0847707,0.000244351,1.59665,1.63003,-1.45743e-06,0.00124309,-0.00208839,0.00171416,0.0241062,0.406314,0.573614,0,0,0
