-0.0847584 0.000150635 1.59666 1.63005 
-0.0847344 5.44827e-05 1.59658 1.6301 
-0.0846993 -8.59812e-05 1.59647 1.63016 
-0.0846538 -0.00026838 1.59632 1.63024 
-0.0845984 -0.00049043 1.59613 1.63034 
-0.0845337 -0.000749943 1.59592 1.63046 
-0.0844601 -0.00104482 1.59568 1.63059 
-0.0843782 -0.00137303 1.59541 1.63074 
-0.0842884 -0.00173265 1.59512 1.6309 
-0.0841913 -0.00212183 1.5948 1.63108 
-0.0840873 -0.00253877 1.59446 1.63127 
-0.0839767 -0.00298179 1.59409 1.63147 
-0.0838601 -0.00344923 1.59371 1.63168 
-0.0837377 -0.00393954 1.59331 1.6319 
-0.08361 -0.00445121 1.59289 1.63213 
-0.0834774 -0.00498281 1.59246 1.63238 
-0.0833401 -0.00553297 1.59201 1.63262 
-0.0831985 -0.00610035 1.59154 1.63288 
-0.0830529 -0.0066837 1.59106 1.63314 
-0.0829037 -0.00728182 1.59057 1.63342 
-0.082751 -0.00789356 1.59007 1.63369 
-0.0825952 -0.0085178 1.58956 1.63397 
-0.0824366 -0.0091535 1.58904 1.63426 
-0.0822754 -0.00979964 1.58851 1.63455 
-0.0821118 -0.0104553 1.58798 1.63485 
-0.081946 -0.0111195 1.58743 1.63515 
-0.0817784 -0.0117914 1.58688 1.63546 
-0.081609 -0.0124701 1.58633 1.63576 
-0.0814381 -0.0131549 1.58577 1.63607 
-0.0812659 -0.013845 1.5852 1.63639 
-0.0810926 -0.0145397 1.58463 1.6367 
-0.0809182 -0.0152382 1.58406 1.63702 
-0.0807431 -0.01594 1.58349 1.63733 
-0.0805673 -0.0166444 1.58291 1.63765 
-0.0803911 -0.0173508 1.58233 1.63797 
-0.0802144 -0.0180586 1.58175 1.63829 
-0.0800376 -0.0187673 1.58117 1.63861 
-0.0798606 -0.0194764 1.58059 1.63893 
-0.0796837 -0.0201855 1.58001 1.63926 
-0.0795069 -0.0208939 1.57943 1.63958 
-0.0793303 -0.0216014 1.57885 1.6399 
-0.0791541 -0.0223076 1.57827 1.64022 
-0.0789784 -0.0230119 1.5777 1.64053 
-0.0788031 -0.0237141 1.57712 1.64085 
-0.0786285 -0.0244138 1.57655 1.64117 
-0.0784546 -0.0251106 1.57598 1.64148 
-0.0782815 -0.0258044 1.57541 1.6418 
-0.0781092 -0.0264947 1.57485 1.64211 
-0.0779379 -0.0271813 1.57429 1.64242 
-0.0777676 -0.027864 1.57373 1.64273 
-0.0775982 -0.0285424 1.57317 1.64304 
-0.07743 -0.0292165 1.57262 1.64334 
-0.077263 -0.0298859 1.57207 1.64365 
-0.0770971 -0.0305505 1.57153 1.64395 
-0.0769325 -0.0312101 1.57099 1.64424 
-0.0767692 -0.0318645 1.57045 1.64454 
-0.0766073 -0.0325136 1.56992 1.64483 
-0.0764467 -0.0331572 1.56939 1.64513 
-0.0762875 -0.0337951 1.56887 1.64542 
-0.0761297 -0.0344273 1.56835 1.6457 
-0.0759734 -0.0350537 1.56784 1.64598 
-0.0758186 -0.0356741 1.56733 1.64627 
-0.0756653 -0.0362884 1.56683 1.64654 
-0.0755135 -0.0368965 1.56633 1.64682 
-0.0753633 -0.0374985 1.56584 1.64709 
-0.0752147 -0.0380941 1.56535 1.64736 
-0.0750677 -0.0386834 1.56487 1.64763 
-0.0749222 -0.0392662 1.56439 1.64789 
-0.0747784 -0.0398426 1.56392 1.64815 
-0.0746362 -0.0404125 1.56345 1.64841 
-0.0744956 -0.0409758 1.56299 1.64867 
-0.0743567 -0.0415326 1.56254 1.64892 
-0.0742194 -0.0420827 1.56209 1.64917 
-0.0740838 -0.0426263 1.56164 1.64941 
-0.0739498 -0.0431632 1.5612 1.64966 
-0.0738175 -0.0436934 1.56076 1.6499 
-0.0736869 -0.044217 1.56034 1.65013 
-0.0735579 -0.044734 1.55991 1.65037 
-0.0734306 -0.0452444 1.55949 1.6506 
-0.0733049 -0.0457481 1.55908 1.65083 
-0.0731809 -0.0462451 1.55867 1.65105 
-0.0730585 -0.0467356 1.55827 1.65128 
-0.0729378 -0.0472195 1.55787 1.65149 
-0.0728187 -0.0476968 1.55748 1.65171 
-0.0727013 -0.0481676 1.55709 1.65192 
-0.0725855 -0.0486319 1.55671 1.65213 
-0.0724713 -0.0490896 1.55633 1.65234 
-0.0723587 -0.049541 1.55596 1.65255 
-0.0722478 -0.0499859 1.5556 1.65275 
-0.0721384 -0.0504244 1.55524 1.65295 
-0.0720306 -0.0508566 1.55488 1.65314 
-0.0719244 -0.0512824 1.55453 1.65334 
-0.0718198 -0.051702 1.55418 1.65353 
-0.0717168 -0.0521154 1.55384 1.65372 
-0.0716152 -0.0525226 1.5535 1.6539 
-0.0715153 -0.0529237 1.55317 1.65408 
-0.0714168 -0.0533186 1.55285 1.65426 
-0.0713199 -0.0537076 1.55252 1.65444 
-0.0712245 -0.0540905 1.55221 1.65461 
-0.0711305 -0.0544675 1.55189 1.65478 
-0.0710381 -0.0548386 1.55158 1.65495 
-0.0709471 -0.0552038 1.55128 1.65512 
-0.0708575 -0.0555633 1.55098 1.65528 
-0.0707694 -0.055917 1.55069 1.65545 
-0.0706828 -0.056265 1.5504 1.6556 
-0.0705975 -0.0566073 1.55011 1.65576 
-0.0705137 -0.0569441 1.54983 1.65591 
-0.0704312 -0.0572753 1.54955 1.65607 
-0.0703502 -0.057601 1.54927 1.65621 
-0.0702705 -0.0579213 1.549 1.65636 
-0.0701921 -0.0582362 1.54874 1.65651 
-0.0701151 -0.0585458 1.54847 1.65665 
-0.0700395 -0.05885 1.54821 1.65679 
-0.0699651 -0.0591491 1.54796 1.65692 
-0.069892 -0.0594429 1.54771 1.65706 
-0.0698203 -0.0597316 1.54746 1.65719 
-0.0697498 -0.0600152 1.54721 1.65732 
-0.0696806 -0.0602937 1.54697 1.65745 
-0.0696126 -0.0605672 1.54674 1.65758 
-0.0695459 -0.0608358 1.5465 1.6577 
-0.0694804 -0.0610995 1.54627 1.65783 
-0.0694161 -0.0613583 1.54604 1.65795 
-0.069353 -0.0616123 1.54582 1.65807 
-0.0692911 -0.0618615 1.54559 1.65818 
-0.0692304 -0.062106 1.54537 1.6583 
-0.0691709 -0.0623458 1.54516 1.65841 
-0.0691125 -0.0625809 1.54494 1.65852 
-0.0690553 -0.0628115 1.54473 1.65863 
-0.0689992 -0.0630374 1.54452 1.65874 
-0.0689442 -0.0632588 1.54432 1.65884 
-0.0688904 -0.0634758 1.54411 1.65895 
-0.0688376 -0.0636882 1.54391 1.65905 
-0.0687859 -0.0638962 1.54371 1.65915 
-0.0687353 -0.0640998 1.54351 1.65925 
-0.0686858 -0.0642991 1.54332 1.65934 
-0.0686373 -0.064494 1.54312 1.65944 
-0.0685899 -0.0646846 1.54293 1.65953 
-0.0685435 -0.0648709 1.54274 1.65962 
-0.0684981 -0.0650529 1.54255 1.65971 
-0.0684538 -0.0652308 1.54237 1.6598 
-0.0684104 -0.0654044 1.54218 1.65989 
-0.068368 -0.0655739 1.542 1.65998 
-0.0683266 -0.0657391 1.54181 1.66006 
-0.0682862 -0.0659003 1.54163 1.66014 
-0.0682468 -0.0660573 1.54145 1.66022 
-0.0682082 -0.0662102 1.54127 1.6603 
-0.0681707 -0.0663591 1.5411 1.66038 
-0.068134 -0.0665039 1.54092 1.66046 
-0.0680983 -0.0666446 1.54074 1.66054 
-0.0680635 -0.0667812 1.54057 1.66061 
-0.0680296 -0.0669138 1.54039 1.66068 
-0.0679966 -0.0670424 1.54021 1.66076 
-0.0679645 -0.067167 1.54004 1.66083 
-0.0679333 -0.0672876 1.53986 1.6609 
-0.0679029 -0.0674042 1.53969 1.66097 
-0.0678733 -0.0675167 1.53952 1.66103 
-0.0678446 -0.0676253 1.53934 1.6611 
-0.0678168 -0.0677299 1.53917 1.66117 
-0.0677898 -0.0678304 1.53899 1.66123 
-0.0677636 -0.067927 1.53881 1.66129 
-0.0677382 -0.0680196 1.53864 1.66136 
-0.0677136 -0.0681082 1.53846 1.66142 
-0.0676898 -0.0681928 1.53828 1.66148 
-0.0676667 -0.0682733 1.5381 1.66154 
-0.0676445 -0.0683499 1.53793 1.66159 
-0.067623 -0.0684224 1.53774 1.66165 
-0.0676023 -0.0684909 1.53756 1.66171 
-0.0675823 -0.0685553 1.53738 1.66176 
-0.0675631 -0.0686156 1.5372 1.66182 
